gain,throughput
4.500000000000000000e+01,2.980041020267240128e+03
5.000000000000000000e+01,2.999097201451867477e+03
5.500000000000000000e+01,2.993905209623199426e+03
6.000000000000000000e+01,3.007868426137524239e+03
6.500000000000000000e+01,2.937247574715274823e+03
7.000000000000000000e+01,2.901097679460988275e+03
7.500000000000000000e+01,2.929592981410477933e+03
8.000000000000000000e+01,2.900783971770228618e+03
8.500000000000000000e+01,2.983794425094016333e+03
