time,packet_count
4.366939067840576172e-01,1.000000000000000000e+00
5.134069919586181641e-01,2.000000000000000000e+00
5.887725353240966797e-01,3.000000000000000000e+00
6.643531322479248047e-01,4.000000000000000000e+00
7.399749755859375000e-01,5.000000000000000000e+00
1.112570047378540039e+00,6.000000000000000000e+00
2.799561262130737305e+00,7.000000000000000000e+00
2.948179006576538086e+00,8.000000000000000000e+00
3.170628547668457031e+00,9.000000000000000000e+00
3.687762737274169922e+00,1.000000000000000000e+01
4.644339561462402344e+00,1.100000000000000000e+01
4.792860507965087891e+00,1.200000000000000000e+01
5.600832462310791016e+00,1.300000000000000000e+01
5.749377965927124023e+00,1.400000000000000000e+01
6.264463663101196289e+00,1.500000000000000000e+01
6.782202243804931641e+00,1.600000000000000000e+01
6.931718826293945312e+00,1.700000000000000000e+01
7.007712125778198242e+00,1.800000000000000000e+01
7.523903608322143555e+00,1.900000000000000000e+01
7.673062324523925781e+00,2.000000000000000000e+01
7.748646020889282227e+00,2.100000000000000000e+01
8.044174909591674805e+00,2.200000000000000000e+01
8.120002985000610352e+00,2.300000000000000000e+01
8.269203424453735352e+00,2.400000000000000000e+01
8.344721078872680664e+00,2.500000000000000000e+01
8.493427753448486328e+00,2.600000000000000000e+01
8.568702697753906250e+00,2.700000000000000000e+01
8.717421531677246094e+00,2.800000000000000000e+01
8.793431758880615234e+00,2.900000000000000000e+01
8.942125320434570312e+00,3.000000000000000000e+01
9.017549991607666016e+00,3.100000000000000000e+01
9.166184663772583008e+00,3.200000000000000000e+01
9.241558074951171875e+00,3.300000000000000000e+01
9.685110092163085938e+00,3.400000000000000000e+01
9.760472059249877930e+00,3.500000000000000000e+01
9.909345149993896484e+00,3.600000000000000000e+01
1.005796146392822266e+01,3.700000000000000000e+01
1.020726370811462402e+01,3.800000000000000000e+01
1.042949533462524414e+01,3.900000000000000000e+01
1.057819223403930664e+01,4.000000000000000000e+01
1.080023479461669922e+01,4.100000000000000000e+01
1.094890308380126953e+01,4.200000000000000000e+01
1.117072224617004395e+01,4.300000000000000000e+01
1.131923651695251465e+01,4.400000000000000000e+01
1.154107093811035156e+01,4.500000000000000000e+01
1.168951201438903809e+01,4.600000000000000000e+01
1.191121387481689453e+01,4.700000000000000000e+01
1.206027317047119141e+01,4.800000000000000000e+01
1.228212308883666992e+01,4.900000000000000000e+01
1.243069100379943848e+01,5.000000000000000000e+01
1.265255331993103027e+01,5.100000000000000000e+01
1.280226016044616699e+01,5.200000000000000000e+01
1.302414417266845703e+01,5.300000000000000000e+01
1.317318463325500488e+01,5.400000000000000000e+01
1.332182335853576660e+01,5.500000000000000000e+01
1.354376173019409180e+01,5.600000000000000000e+01
1.369266009330749512e+01,5.700000000000000000e+01
1.391538310050964355e+01,5.800000000000000000e+01
1.406391644477844238e+01,5.900000000000000000e+01
1.428591394424438477e+01,6.000000000000000000e+01
1.443451690673828125e+01,6.100000000000000000e+01
1.458396792411804199e+01,6.200000000000000000e+01
1.480599641799926758e+01,6.300000000000000000e+01
1.495464658737182617e+01,6.400000000000000000e+01
1.517653822898864746e+01,6.500000000000000000e+01
1.532523775100708008e+01,6.600000000000000000e+01
1.554730653762817383e+01,6.700000000000000000e+01
1.569618344306945801e+01,6.800000000000000000e+01
1.591796016693115234e+01,6.900000000000000000e+01
1.606661772727966309e+01,7.000000000000000000e+01
1.628850841522216797e+01,7.100000000000000000e+01
1.643720054626464844e+01,7.200000000000000000e+01
1.665998530387878418e+01,7.300000000000000000e+01
1.680890417098999023e+01,7.400000000000000000e+01
1.695770668983459473e+01,7.500000000000000000e+01
1.717960953712463379e+01,7.600000000000000000e+01
1.732847070693969727e+01,7.700000000000000000e+01
1.755023264884948730e+01,7.800000000000000000e+01
1.769909596443176270e+01,7.900000000000000000e+01
1.792107272148132324e+01,8.000000000000000000e+01
1.806971240043640137e+01,8.100000000000000000e+01
1.829162931442260742e+01,8.200000000000000000e+01
1.844029498100280762e+01,8.300000000000000000e+01
1.866196393966674805e+01,8.400000000000000000e+01
1.881081318855285645e+01,8.500000000000000000e+01
1.903268837928771973e+01,8.600000000000000000e+01
1.918130612373352051e+01,8.700000000000000000e+01
1.940305328369140625e+01,8.800000000000000000e+01
1.962489080429077148e+01,8.900000000000000000e+01
1.977343320846557617e+01,9.000000000000000000e+01
1.999511432647705078e+01,9.100000000000000000e+01
2.014418125152587891e+01,9.200000000000000000e+01
2.029315185546875000e+01,9.300000000000000000e+01
2.051552629470825195e+01,9.400000000000000000e+01
2.066448354721069336e+01,9.500000000000000000e+01
2.088722968101501465e+01,9.600000000000000000e+01
2.103700017929077148e+01,9.700000000000000000e+01
2.118602347373962402e+01,9.800000000000000000e+01
2.133468651771545410e+01,9.900000000000000000e+01
2.155652070045471191e+01,1.000000000000000000e+02
2.170665001869201660e+01,1.010000000000000000e+02
2.192844724655151367e+01,1.020000000000000000e+02
2.207738184928894043e+01,1.030000000000000000e+02
2.222607278823852539e+01,1.040000000000000000e+02
2.245302295684814453e+01,1.050000000000000000e+02
2.252866387367248535e+01,1.060000000000000000e+02
2.267814302444458008e+01,1.070000000000000000e+02
2.289983630180358887e+01,1.080000000000000000e+02
2.304846954345703125e+01,1.090000000000000000e+02
2.327032518386840820e+01,1.100000000000000000e+02
2.341890668869018555e+01,1.110000000000000000e+02
2.364079928398132324e+01,1.120000000000000000e+02
2.378950023651123047e+01,1.130000000000000000e+02
2.401121306419372559e+01,1.140000000000000000e+02
2.415982103347778320e+01,1.150000000000000000e+02
